Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",0,HarperCollins,Paperback,347,2007,1934,,2022/11/23,,,read,,,,1,0
16352,"Black Coffee (Hercule Poirot, #7.5)",Charles  Osborne,"Osborne, Charles",Agatha Christie,"=""0312970072""","=""9780312970079""",0,St. Martin's Paperbacks,Mass Market Paperback,184,1999,1998,,2022/11/23,to-read,to-read (#20),to-read,,,,0,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",5.0,Black Dog & Leventhal Pub,Hardcover,288,2006,1926,,2022/11/23,,,read,,,,1,0
16344,"Dumb Witness (Hercule Poirot, #17)",Agatha Christie,"Christie, Agatha",,"=""0007120796""","=""9780007120796""",5.0,HarperCollins,Paperback,317,2002,1937,,2022/11/23,,,read,,,,1,0
14082,Malgudi Days,R.K. Narayan,"Narayan, R.K.",Jhumpa Lahiri,"=""0143039652""","=""9780143039655""",4.0,Penguin Classics,Paperback,288,2006,1943,,2022/08/19,,,read,,,,1,0
697202,The Jungle Book (Everyman's Library CHILDREN'S CLASSICS),Rudyard Kipling,"Kipling, Rudyard",Kurt Wiese,"=""1857159322""","=""9781857159325""",3.0,Alfred A. Knopf,Hardcover,222,1994,1894,,2022/08/19,,,read,,,,1,0
19243883,Neanderthal Man: In Search of Lost Genomes,Svante Pääbo,"Pääbo, Svante",,"=""0465020836""","=""9780465020836""",5.0,Basic Books,Hardcover,288,2014,2014,,2022/10/03,,,read,"_Neanderthal Man_<br/><br/>“Where do we humans come from, and how are we related to extinct hominins? “<br/>Svante Paabo was awarded the  2022 Nobel Prize in Medicine for his discoveries concerning genomes of Neanderthal and human evolution. A scientific book written by Paabo himself in part memoir style explains his life’s work starting from his graduate student days in 1980s. <br/><br/>Paabo introduces us to biological and technical details about extracting genomes from ancient bones, about Neanderthals, their relationship and contributions to modern humans and much more.  Most importantly he discovered the flow of genes from extinct archaic humans like Neanderthals to present-day humans and it’s physiological relevance today.<br/><br/>Reading it is like listening to Paabo speak to you over dinner, taking us in his decades long journey as a researcher. <br/>Paabo writes unabashedly of what it is to be a PhD student, a post-grad, supervisor/project lead and mentor to his students.<br/>Paabo walks you through life in the lab: the Friday meetings, the publication process, starting and ending collaborations, acquiring funding and life in general as a researcher. <br/><br/>Having chosen research as a career myself, it was wonderful to hear Paabo talk about his research, the sheer commitment that goes into it, pure joy of discovery and ofcourse the equally terrifying sinking feeling when things don’t open up to you.<br/><br/>If you want to know about human evolution and what life as a researcher involves on an everyday basis, then this book is riveting. <br/>",,,1,0
7842814,Krishnakanta's Will,Bankim Chandra Chattopadhyay,"Chattopadhyay, Bankim Chandra",J.C. Ghosh,"=""""","=""""",4.0,New Directions,Paperback,172,1962,1878,,2022/10/28,,,read,"_Krishnakanta’s Will_<br/><br/>Bankim Chandra Chatterjee was one of the most important novelist of 19th century India and the composer of ‘Vande Mataram’, the national song of India. Published in 1878, the book was originally written in Bengali and translated to English by J.C Ghosh.<br/><br/>While it’s a typical story of family drama involving forged wills and extra marital affairs set in the background of social conventions of that time, it paints a vivid picture of 19th century social practices of India, particularly Bengal, which at that period was undergoing social reforms in the form of liberalization of the strict orthodoxy of the Hindu elite. In particular the book is written in the context of liberalisations in Hindu widow remarriages. <br/><br/>Contrary to popular opinion, I did not feel that the author was taking the side of characters who went against accepted social morals, rather I thought the whole work is simply an exposition of the then accepted social morals. Bankim Chandra Chatterjee does not go for a detailed fleshing out of the characters, further cementing the idea that the book is very simply an overview of what life was like for an elite Hindu Woman in 19th century Bengal. <br/><br/>The book is not a work that may thrill the readers of today, nevertheless I found it very illuminating. ",,,1,0
11708,In Light of India,Octavio Paz,"Paz, Octavio",Eliot Weinberger,"=""0156005786""","=""9780156005784""",4.0,Harcourt Brace & Company,Paperback,224,1998,1995,,2022/10/03,,,read,"_In Light Of India_<br/><br/>In Light of India is the Mexican poet and the 1990 Nobel Prize laureate, Octavio Paz’s ‘reflections, impressions and objections that India provoked in him’ during his stay as Mexico’s Ambassador to India in the years following India’s independence. Originally written in Spanish, it was translated to English by #eliotweinberger.<br/><br/>Paz’s writing is elegant, lyrical and intimate. He ruminates deeply about India’s religious identities, Sanskrit poetry, art, paintings, philosophy, the birth of the idea of India as a Nation, Gandhi, Nehru, Savarkar, the difference in their ideologies and their visions of India as a nation. He further talks about the ideological beginning of Hindu Nationalist Movements, its doctrines and the subsequent birth of Bharatiya Janata Party. <br/><br/>“…Its idea of Indian culture is religious; its vision of the Hindu religion entails its transformation into a political belief. The conversion of a culture into a religion ends with the conversion of a religion into politics.<br/>…. That is, a political corruption of religion. In the Islamic tradition this confusion has been recurrent and one of the negative aspects of the history of Arab civilisation”<br/><br/>His reflections and insights on the Indian scriptures, Bhagavat-Gita, caste system and the centuries long coexistence of Islam and Hinduism in India are thought-provoking. He also explores similarities and differences between Mexico and India in terms of their culture, cuisine, shared history of colonisation and its profound influence on their identities. <br/>Interestingly, he also ruminates on the concept of Time as seen by the various religions of India and contribution of such synthesis of Time to India’s Identity.<br/><br/>Paz writes passionately, like a man in love. A short wonderful read for anyone interested to explore the abstract boundaries of India.  <br/><br/>",,,1,0
17573681,Spillover: Animal Infections and the Next Human Pandemic,David Quammen,"Quammen, David",,"=""0393346617""","=""9780393346619""",0,W. W. Norton & Company,Paperback,592,2013,2012,,2022/10/03,to-read,to-read (#19),to-read,,,,0,0
73901,Self and Sovereignty,Ayesha Jalal,"Jalal, Ayesha",,"=""0415220785""","=""9780415220781""",0,Routledge,Paperback,656,2000,2000,,2022/10/03,to-read,to-read (#18),to-read,,,,0,0
13490664,episodes in the life of akbar,Shreen Moosvi,"Moosvi, Shreen",,"=""8123709374""","=""9788123709376""",0,National Book Trust,Paperback,133,2005,2005,,2022/10/03,to-read,to-read (#17),to-read,,,,0,0
10310,"The Argumentative Indian: Writings on Indian History, Culture and Identity",Amartya Sen,"Sen, Amartya",,"=""031242602X""","=""9780312426026""",5.0,Picador,Paperback,409,2006,2005,,2022/08/19,,,read,"_The Argumentative Indian_<br/><br/>“While we cannot live without history, we cannot live within it either” #Amartyasen <br/><br/>Through a collection of well connected essays, the economist and  Nobel laureate celebrates the long history of argumentative and reasoning tradition in India which  formed the root of our democracy. <br/><br/>Dr. Sen looks back to this tradition and celebration of heterodoxy  in India from Emperor Ashoka to Mughal Emperor Akbar and their state sponsored reasoning based approach inviting all religion and even atheistic groups to arrive at a solution backed by reason rather than blind faith. <br/>Dr. Sen also illustrates this practice in modern day using relationship of Mahatma Gandhi and Rabindranath Tagore who despite contradictory viewpoints of nationalism, patriotism and many more shared a deep respect for each other. <br/><br/>He devotes chapters to explain the unique concept and nature of secularism, what it means to be secular in India and how the constitution and the institutions work to implement the same. He goes on to warn about the Hindutva Nationalist movements, it’s repercussions and how such intolerant ideologies threaten India’s pluralism and secularism. <br/><br/>Dr. Sen also devotes chapters to statistically backed discussions on gender, caste and economic inequality, it’s interrelationships and the power of education. He concludes with a very interesting discussion of identity and his views on a choice based identity rather than identity as a discovery. As he rightly says ‘the identity of an individual is essentially a function of their choices, rather than the discovery of an immutable attribute’. <br/><br/>Unlike contemporary books on India, Amartya Sen’s book is a scholarly book with excellent references, citations and footnotes making it open for any reader to verify, contemplate and introspect his ideas, his visions and his notes on history. <br/><br/>It is a book that does not trivialise India’s pluralism but goes on to illustrate the complexity behind it. A book I’m sure to read again and again in my lifetime",,,1,0
33985637,Ponniyin Selvan (#1) [Ponniyin Selvan - The New Tide],Kalki Krishnamurthy,"Krishnamurthy, Kalki",Varalotti Rengasamy,"=""""","=""""",5.0,Kavitha Publication,Hardcover,400,2016,1954,,2022/09/21,,,read,,,,1,0
6610623,The Idea of Justice,Amartya Sen,"Sen, Amartya",,"=""0674036131""","=""9780674036130""",0,Belknap,Hardcover,496,2009,2009,,2022/09/28,to-read,to-read (#16),to-read,,,,0,0
51745971,Akbar: The Great Mughal,Ira Mukhoty,"Mukhoty, Ira",,"=""9389836042""","=""9789389836042""",0,Aleph Book Company,Hardcover,624,2020,2020,,2022/09/28,to-read,to-read (#15),to-read,,,,0,0
4497182,"The Indian Epics Retold: The Ramayana, The Mahabharata, Gods Demons and Others",R.K. Narayan,"Narayan, R.K.",,"=""0140255648""","=""9780140255645""",0,Penguin Books,Paperback,630,2000,1995,,2022/09/28,to-read,to-read (#14),to-read,,,,0,0
54860229,"The Mirror & the Light (Thomas Cromwell, #3)",Hilary Mantel,"Mantel, Hilary",,"=""1250182492""","=""9781250182494""",0,Holt Paperbacks,Paperback,759,2021,2020,,2022/09/23,to-read,to-read (#13),to-read,,,,0,0
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4.0,Virago Press Ltd,Paperback,641,2001,2000,,2022/09/17,,,read,"_The Blind Assassin_<br/><br/>“If you knew what was going to happen, if you knew everything that was going to happen next—if you knew in advance the consequences of your own actions—you'd be doomed. You'd be ruined as God. You'd be a stone. You'd never eat or drink or laugh or get out of bed in the morning. You'd never love anyone, ever again. You'd never dare to..” #margaretatwood <br/><br/>A booker prize winning book by #margaretatwood,  #theblindassassin is a complex story of two siblings belonging to a once rich Chase family set in 20th century Canada during the world war times. <br/><br/>The narrative is complex. It uses more than an unreliable protagonist to move the story forward. Iris begins the story with the compelling  sentence, “10 days after the war ended, my sister Laura drove off a car of the bridge”. <br/><br/>In addition to Iris’s writings, we are provided with news paper articles and letters relating to the Chase Family to objectively look at the incidents. Also the narrative is interspersed with extracts from a novel (a novel within a novel) about a conservative rich woman and a man on the run, in a risky affair telling sci-fi stories to each other during their clandestine meet-ups, seemingly written by Laura Chase and published posthumously by her sister and protagonist Iris Chase. <br/><br/>All these narrative strands meet up to give a satisfying if not an altogether surprising end to the history of Chase Family. <br/>Iris’s account do occasionally begin to get tedious, but it is a reflection of Iris’s character. Her wry observations remind us that it’s not a simple memoir as you would expect, but a much more complex attempt to redeem her past and offer a remorseless testament to her sister and what remains of her family. <br/><br/>Blind Assassin is not a quick read and may frustrate readers to move with Iris chase as she battles old age and rambles on about her life and of her sister’s.  I found it a multi-layered and complex read much like Ishiguro’s ‘Remains of the Day’ minus the melancholic revelation. Iris is more blunt and accepting of her life choices than Steven. <br/>",,,1,0
40495148,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",3.0,Mariner Books,Kindle Edition,349,2013,1995,,2022/08/29,,,read,"_Blindness_<br/><br/>“This is the stuff we're made of, half indifference, half malice “ #josesaramago<br/><br/>Blindness is an unsettling book by Portuguese writer Josè Saramago who won the Nobel prize of literature in 1998. <br/><br/>A philosophical speculative fiction involving a mysterious blindness epidemic where people suddenly go blind and the blindness spreads. The government panics and rounds up all the blind people to put them in unsupervised, under-provisioned quarantine.  Saramago writes about how loss of just one sense causes people to live in unimaginable filth and nauseating atmosphere, a city reduced to savagery.<br/><br/>Translated from Portuguese by Giovanni Pontiero, the plot line felt like Philip Zimbarbo’s Stanford Prison experiment stretched to a ‘what if’ scenario with excruciating details. <br/><br/>The writing is without any nouns or punctuations and involves unparagraphed dialogues making it a difficult and slow read. The writing perhaps conveys<br/>confusion in which a world of blind<br/>people may exist causing us to be equally frustrated and helpless as a reader. It was impossible to read it as a third person. Every time you open the book you are one of the blind and Saramago makes you feel claustrophobic and disturbed. All the more reason why the book has to be closed down every now and then. <br/><br/>It is doubtless an excellent work but reading it was a challenge both in prose and content. Numerous times I wanted to put down the book but I suppose it has to be read slowly and in intervals.  It is a memorable book but not one I would want to read again or recommend without inhibitions.",,,1,0
51542370,Pew,Catherine Lacey,"Lacey, Catherine",,"=""0374230927""","=""9780374230920""",0,"Farrar, Straus and Giroux",Hardcover,224,2020,2020,,2022/09/06,to-read,to-read (#12),to-read,,,,0,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",3.0,Alfred A. Knopf,Hardcover,303,2021,2021,,2022/09/03,,,read,"_Klara and the Sun_<br/><br/>“Until recently, I didn’t think that humans could choose<br/>loneliness. That there were sometimes forces more powerful than the wish to avoid loneliness.” #kazuoishiguro <br/><br/>A dystopian speculative fiction, Ishiguro introduces us to Klara, an AF (Artificial Friend) bought by a family for their teenage daughter Josie. They are lonely because in Josie’s world, kids don’t go to school but study at home through screen tutors. Typical of his style, there are only subtle hints to the shape of future the story is set in, leaving the details to the imagination of  reader. <br/><br/>We are shown the near future through the observations of Klara. From the bits we are shown through Klara, it is understood that privileged people choose to genetically modify their children or to have them ‘lifted’ to provide better life prospects in a deeply meritocratic society. But ‘lifting’ has its risks, sometimes causing unnamed illnesses that lead to death. What we encounter is a society at the edge of transition, thus causing deep divides  in search for perfection in progeny  and discrimination among ‘lifted’ and ‘un-lifted’<br/><br/>The Ishiguro artistic perfection is less here compared to his ‘Remains of the Day’ or ‘Never Let Me Go’. No moment struck my chord like when Stevens reflects on his memories in  ‘Remains of the Day’. Perhaps it is meant to be that way as a subtle reminder to Klara’s machine-ness.  Klara’s empathy and spirituality does not persuade us of her humanness but makes you reflect  if humans acquire feelings similarly as her. As Klara says, “I believe I have many feelings,”. “The more I observe, the more feelings become available to me.”<br/><br/>Though not Ishiguro’s best work, it was an elonquent  read with a fresh look at the fragility of humanity. ",,,1,0
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",3.0,Penguin,Paperback,154,1995,1900,,2022/08/30,,,read,,,,1,0
144974,The Velveteen Rabbit,Margery Williams Bianco,"Bianco, Margery Williams",William   Nicholson,"=""0380002558""","=""9780380002559""",4.0,Avon,Paperback,40,1987,1922,,2022/08/30,,,read,,,,1,0
40940121,Bridge to Terabithia,Katherine Paterson,"Paterson, Katherine",,"=""""","=""""",0,HarperCollins,Kindle Edition,190,2009,1977,,2022/08/30,to-read,to-read (#11),to-read,,,,0,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4.0,Del Rey,Paperback,193,2007,1979,,2022/08/30,,,read,,,,1,0
201084,"The Fellowship of the Ring (BBC Dramatization of The Lord of the Rings, #1)",Brian Sibley,"Sibley, Brian","Michael Bakewell, J.R.R. Tolkien, Ian Holm, Michael Hordern, Bill Nighy","=""0807207276""","=""9780807207277""",4.0,Listening Library,Audio Cassette,200,2001,1981,,2022/08/30,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4.0,Anchor Books,Paperback,311,1998,1985,,2021/08/11,,,read,"<br/>_The Handmaid’s Tale_<br/><br/>“Maybe it isn't really about who can own whom, who can do what to whom and get away with it, even as far as death. Maybe it isn't about who can sit and who has to kneel or stand or lie down, legs spread open. Maybe it's about who can do what to whom and be forgiven for it. Never tell me it amounts to the same thing” #handmaidstale <br/><br/>#margaretatwood describes a dystopian  United States which has been transformed via a military coup to a totalitarian theocracy ‘Republic of Gilead’. In this society, roles of woman are reduced to those assigned from their interpretation of Old Testament. Banned from reading and writing, owning property or handling finances, a woman is to only be an empty vessel whose social status elevates only if they successfully create a progeny for the man. <br/><br/>In the social hierarchy women can only be the Wives, domestic helps (the Marthas), sex workers (the Jezebels), female Teachers/guards (the Aunts) who ‘train’ young girls for their roles to be performed, wombs (the Handmaids), or, if they are unsuited for any of these roles, Unwomen who are sent off to be labourers either assigned to farms if lucky or to clean out radioactive waste if they aren't.<br/><br/>Of these, the protagonist Offred is a Handmaid, they being a communal property moved from house to house to be inseminated by men of power under the supervision of their wives.<br/><br/>Unlike other #dystopianfiction, we do not directly plunge into the conditions of society. A unique element here is how the protagonist’s constant reminiscing offers the reader a look at how the regime change came to be. The steps, the protests and before you know it, you are hunted for being an ‘Unwoman’. <br/><br/>The book is written as a transcript of personal recordings by Offred collected by historians during what later came to be knows as the ‘Gilead Era’. So while it’s short and mostly easy to read, the structure and lack of any indication when the protagonist shifts from past to present may sometimes slow your progress. I found the book very engaging and as a  warning to what future may hold.",,,1,0
7679,The Terminal Man,Michael Crichton,"Crichton, Michael",,"=""0060092572""","=""9780060092573""",0,Avon,Mass Market Paperback,268,2002,1972,,2022/08/25,to-read,to-read (#10),to-read,,,,0,0
7672,Congo,Michael Crichton,"Crichton, Michael",,"=""0060541830""","=""9780060541835""",4.0,Avon,Mass Market Paperback,442,2003,1980,,2022/08/25,,,read,,,,1,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",0,Arrow Books,Mass Market Paperback,489,2000,1999,,2022/08/25,to-read,to-read (#9),to-read,,,,0,0
455373,Sphere,Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,Ballantine Books,Paperback,371,1997,1987,,2022/08/25,to-read,to-read (#8),to-read,,,,0,0
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4.0,Avon,Mass Market Paperback,327,2003,1969,,2022/08/25,,,read,"_The Andromeda Strain_<br/><br/>“scientific research was much like prospecting: you went out and you hunted, armed with your maps and your instruments, but in the end your preparations did not matter, or even your intuition. You needed your luck, and whatever benefits accrued to the diligent, through sheer, grinding hard work.” #michaelcrichton <br/><br/>Michael Crichton’s ‘Jurassic Park’ series, ‘Congo’ and ‘Micro’ were my first introductions to sci-fi 14 years ago. His books are always scientifically compelling, fast paced and  thrilling. Andromeda Strain is once again a well executed and detail oriented science fiction. <br/><br/>A man made-satellite crash lands in a desolate area of Arizona. The team deployed to recover the satellite loses contact abruptly. An aerial view witnesses all the inhabitants littered around few miles of crash site presumably dead except for an old man and a baby.<br/><br/>The satellite suspected to carry an unidentified dangerous contaminant leads the project team to quickly activate ‘Wildfire’ a protocol that brings in 5 biologists/scientists to isolate, study, characterise and contain threats of this nature. <br/><br/>The 1969 book is written like a documentary. We see the steps taken to characterise the microorganism. The discussions thereafter and the next steps taken are research  oriented and scientifically detailed. Despite that it is well written and although an unpopular opinion, I thought the ending was well done. It felt like a logical conclusion to the train of technical discussions. <br/><br/>PS: At this point, biological super spreader events do not feel like fiction. <br/>",,,1,0
67100,The Calcutta Chromosome,Amitav Ghosh,"Ghosh, Amitav",,"=""0380813947""","=""9780380813940""",4.0,Harper Perennial,Paperback,320,2001,1996,,2022/08/20,,,read,"_The Calcutta Chromosome_<br/><br/>Amitav Ghosh’s  book is a speculative sci-fi based on the life of Ronald Ross, whose breakthrough research on malaria in 1989 won him the Nobel Prize. <br/><br/>Starting from investigating the discrepancies in Ross’s malaria research, the steps of Ross' discovery are shown as remarkably fortuitous, and this is where the author focuses his attention.  Ghosh attempts to recreate the story of Ross’s discovery of the malarial parasite. Apart from the fact that Ross discovered the malarial parasite on 20th August, 1897; all the other events in the book are fabricated by the author which won him the Arthur C Clarke Award in 1997. <br/><br/>Amitav Ghosh introduces some clever ideas filling in these discrepancies with what he terms as an ongoing secret non-traditional research on Calcutta chromosome, an unusual chromosome that may not be isolated or detected by conventional techniques. The author speculates that such a chromosome may be developed from a process of recombination which is particular to every individual and is perhaps responsible for individual traits. It cannot not be transferred from one generation to another. It is only present in the non regenerative tissue, in other words; the brain and perhaps can be transmitted through malaria creating a potential of transferring individual traits from one host to another. <br/><br/>While I enjoyed the discussions on the interesting possibilities of human consciousness transferability, the book ends open ended and is left to the readers’ interpretation. That and the confusing multi-timeline writing style may not be to everybody’s taste. ",,,1,0
4835,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",Salman Rushdie,"Rushdie, Salman",Paul Birkbeck,"=""0670886580""","=""9780670886586""",0,Viking Children's Books,Hardcover,224,1999,1990,,2022/08/19,to-read,to-read (#7),to-read,,,,0,0
9865,The Moor's Last Sigh,Salman Rushdie,"Rushdie, Salman",,"=""009959241X""","=""9780099592419""",0,Vintage,Paperback,434,1996,1995,,2022/08/19,to-read,to-read (#6),to-read,,,,0,0
4830,Shalimar the Clown,Salman Rushdie,"Rushdie, Salman",,"=""0679783482""","=""9780679783480""",0,Random House Trade Paperbacks,Paperback,398,2006,2005,,2022/08/16,to-read,to-read (#5),to-read,,,,0,0
31455657,The Assassination of Rajiv Gandhi,Neena Gopal,"Gopal, Neena",,"=""0670088706""","=""9780670088706""",4.0,Penguin Random House India,Hardcover,240,2016,,,2022/07/01,,,read,"_The Assassination Of Rajiv Gandhi_ <br/><br/>On 21st May, 1991, Neena Gopal was interviewing Rajiv Gandhi during the election rally at Sriperumbudur, Tamil Nadu.  Gandhi’s ‘Z’ security cover had been withdrawn by the V.P. Singh government, and only his lone bodyguard was present with him on the day. Neena Gopal asked him if he feared for his life. <br/><br/>In response, #rajivgandhi asked: “Have you noticed how every time a South Asian leader rises to a position of power or is about to achieve something, he is cut down, attacked, killed...”<br/><br/>Moments later, Rajiv Gandhi was assassinated by a suicide bomber along with 14 others.  #neenagopal became the last journalist to have interviewed Gandhi. In her book, she reconstructs the chain of events that led to this day, from the political climate in India and Sri Lanka, involvement of India in Sri Lankan civil war, removal of ‘Z’ security cover for Gandhi, ignored warnings from intelligence agencies an year back that hinted at a possible attack, the hatching of plan in LTTE headquarters in Sri Lanka and everything that led to the assassination of a wonderful man who was at the brink of a second term as Prime Minister of the largest democracy in the world and whose death became a tremendous loss for India.<br/><br/>Rajiv Gandhi stepping in as the youngest PM of India after the assassination of his mother and then PM Indira Gandhi, was the first step to a paradigm shift in Indian politics. His decision to send Indian Peace Keeping Forces (IPKF) to Sri Lanka to end civil war and help create a state that is inclusive of  Sri lankan Tamils came at the cost of his life.<br/>LTTE leader V. Prabhakaran saw this peace keeping strategy as treachery and an attempt to quash LTTE’s dreams of a separate Tamil state. This led to the harbouring of a deep hatred for Rajiv Gandhi and LTTE saw his rise to a second term as PM as a threat to their existence.<br/><br/>A well paced book with good background work and information provided about 1980’s India and Sri Lanka political climate and it’s repercussions. ",,,1,0
16171259,The Sound of Things Falling,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",Anne McLean,"=""1594487480""","=""9781594487484""",4.0,Riverhead Books,Hardcover,302,2014,2011,,2022/07/04,,,read,"“Adulthood brings with it the pernicious illusion of control, and perhaps even depends on it. I mean that mirage of dominion over our own life that allows us to feel like adults, for we associate maturity with autonomy, the sovereign right to determine what is going to happen to us next. Disillusion comes sooner or later, but it always comes, it doesn’t miss an appointment, it never has.” #JuanGabrielVásquez<br/><br/>Originally written in Spanish, this Latin American literature was translated to English by Anne Mclean, the work delves into the political landscape of Colombia especially it’s history of drug trafficking. <br/>The protagonist belongs to the generation of people who were raised amidst the war between drug kingpins and government forces of the 1960’s, Bogota, Columbia.<br/>A time when drug lords such as the legendary cocaine king Pablo Escobar (known as the wealthiest criminal in history, single handedly started and ran the drug cartel) ran the country. <br/><br/>In such a time, the protagonist is accidentally shot and his friend murdered by random people. The story follows the protagonist transformation after the event. He lives in the aftermath, unable to move forward and able to relate only with people who were directly affected by the incident.  He spends his time discovering his murdered friend’s life and the way his life too was shaped by his country’s violent history. <br/><br/>The background is beautifully painted. The protagonist perspectives becomes harder to relate to towards the end, perhaps because that kind of a life can only be lived and experienced. Perhaps also because the protagonist is introduced as a boring person and his life after the incident changes too much for such a simple man to handle and perhaps for the reader to relate beyond a point. <br/><br/>I found the part of his murdered friend Ricardo and his family’s stories very consuming. Through these stories, Vasquez confronts the history of his country Colombia in an engaging and well paced writing. ",,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""0540027340""","=""9780540027347""",3.0,"Little, Brown",Hardcover,343,2016,2016,,2022/06/16,,,read,,,,1,0
667,Anthem,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452281253""","=""9780452281257""",4.0,NAL,Paperback,105,1999,1938,,2022/06/06,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",3.0,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,2022/06/28,2022/06/16,,,read,"Angel Aziraphale and demon Crowley are the earthly representatives of Good and Evil. Over the years, Crowley and Aziraphale have become fond of each other and are also not too keen for the approaching apocalypse. They have acquired a certain taste for earthly life which they find it hard to let go and live what they deem a rather tasteless life in Heaven or Hell. <br/><br/>As the apocalypse approaches 10 years later, they realise that the anti-christ has been misplaced. Instead of sending the baby off with satanic nuns, the baby was accidentally switched to a seemingly boring suburban family. <br/><br/>The first half of the book with Aziraphale, Crowley and their discussions to avert the dooms day were rather good. But the latter part of the book was a dry spell for me. There were lots of characters introduced lacking motive or character arcs and the kid’s interactions were not very engaging. I took a lot more time to read than I anticipated because at some point I lost the motivation and almost decided to leave it unfinished.<br/><br/>The interesting bits about the book is the premise and way they satirically discuss free will, Good, Evil and what indeed was God thinking ?  Perhaps this thread explored is the amusing thing about the book.",,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,Plume,Paperback,1168,1999,1957,,2022/06/06,to-read,to-read (#4),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,Harper,Mass Market Paperback,417,2003,1967,,2022/06/06,to-read,to-read (#3),to-read,,,,0,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,Houghton Mifflin Harcourt,ebook,298,2013,1948,,2022/06/06,to-read,to-read (#2),to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,Signet,Mass Market Paperback,325,1963,1962,,2022/06/06,to-read,to-read (#1),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",5.0,Penguin Books,Paperback,287,2019,1982,,2022/06/06,,,read,"“I'm pore, I'm black, I may be ugly and can't cook, a voice say to everything listening. But I'm here.” #alicewalker <br/><br/>The color purple is a discovery of the origin of identity and voice when you are taught to have none. <br/><br/>The book is a moving  story about two African-American sisters Celie and Nettie living in the early 20th century America, separated by circumstances. Through a series of letters, first from  Celie to God and then the sisters to each other, we take a journey  from their dark, gritty  invisible youth to their strong, resilient and beautifully content adulthood. <br/><br/>The character development purely through letters is splendidly done and weaves one of the most powerful stories I have read. <br/><br/>PS: “I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it. People think pleasing God is all God cares about. But any fool living in the world can see it always trying to please us back.”",,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5.0,Bantam,Mass Market Paperback,835,2005,1996,,2022/06/06,,,read,,,,1,0
659469,The Hobbit,Chuck Dixon,"Dixon, Chuck","David Wenzel, Sean Deming, J.R.R. Tolkien","=""0345368584""","=""9780345368584""",5.0,Ballantine Books,Paperback,138,1990,2001,,2022/06/06,,,read,,,,1,0
1317181,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling,"Rowling, J.K.",,"=""185549664X""","=""9781855496644""",5.0,BBC Audiobooks,Audiobook,412,2003,2003,,2022/06/06,,,read,,,,1,0
