Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
251688,Breakfast at Tiffany’s and Three Stories,Truman Capote,"Capote, Truman",,"=""""","=""""",3.0,Vintage Books,Paperback,142,1993,1958,2024/03/24,2024/02/09,,,read,,,,1,0
895807,The Rain Before it Falls,Jonathan Coe,"Coe, Jonathan",,"=""0670917281""","=""9780670917280""",4.0,London : Viking,Hardcover,256,2007,2007,2024/03/11,2024/03/10,,,read,,,,1,0
2975638,The Wishing Tree,William Faulkner,"Faulkner, William",,"=""0685332446""","=""9780685332443""",3.0,Garland Publishing,Hardcover,122,,1964,2024/03/04,2024/03/04,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",3.0,Scribner,Hardcover,96,1996,1952,2024/02/21,2024/01/12,,,read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",4.0,Vintage,Paperback,343,1994,1966,2024/02/12,2024/01/31,,,read,,,,1,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",2.0,Viking,Hardcover,288,2020,2020,2024/02/07,2024/01/31,,,read,,,,1,0
101299,The Reader,Bernhard Schlink,"Schlink, Bernhard",Carol Brown Janeway,"=""0375408266""","=""9780375408267""",4.0,Pantheon,Hardcover,216,1997,1995,2024/01/29,2024/01/29,,,read,"_The Reader_<br/><br/>#thereader is an emotionally intelligent novel on the connection between morality, responsibility and the degrees to which we think are responsible for the world. <br/><br/>Originally written in German, it is translated to English by #carolbrownjaneway, it is simultaneously powerful and philosophical and yet not unrealistic or uncommon. <br/><br/>It tackles many aspects, one of which is Holocaust weighing in on a post-war generation of Germany. It is also about illiteracy and its weight on a person, about how far can a person go to protect their ego, about the affair between the young protagonist and an older woman and it’s effect on the protagonist’s life. It is about blind obedience and the sort of helpless it generates. It’s a juxtaposition of many aspects. <br/><br/>The writing questions the mankind: what is to be done with the knowledge of the horrors of Holocaust. Do we feel guilt, or shame, or sadness. What do we do with it ? Could any person be considered guilty if they knew about the camps but did nothing ? These questions, like the question to the judge (""... so what would you have done?""), lingers and floats in mid-air.<br/><br/>The character of Hanna Schmidt is quite  remarkable and engrossing. The book, its musings and Hanna Schmidt stay with you, perhaps forever only as questions without any answers. <br/><br/>“I wanted to pose myself both tasks - understanding and condemnation. But it was impossible to do both” #bernhardschlink <br/>",,,1,0
157123628,Through the Broken Glass: An Autobiography,T.N. Seshan,"Seshan, T.N.",,"=""9357022147""","=""9789357022149""",0,Rupa Publications India,Kindle Edition,360,2023,,,2024/01/23,to-read,to-read (#37),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5.0,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2024/01/21,2024/01/05,,,read,"_To Kill a Mocking Bird_<br/><br/>“ There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.” #harperlee <br/><br/>#tokillamockingbird is a 6 year old child’s perspective of her father’s stand against racial injustice during the 1930’s Deep South of USA. <br/><br/>Here is a fine novel filled with beautiful details and clearly layered characters.  The wise yet weary Atticus Finch, Scout and Jem's widowed father, is a noble, warm man who frequently displays a wealth of compassion and empathy which he lovingly imparts to his two children.<br/><br/>Every line in the book is filled with a deep sense of life, warmth and raw humour. The children’s exploration of the society’s irrationality and attitudes to race and gender pricks your conscience. <br/><br/>A must, to meet Atticus Finch once in your life. <br/><br/>PS: No, it’s not a book on mockingbirds or how to kill them. <br/>",,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,Picador,Paperback,213,2019,2015,,2024/01/17,to-read,to-read (#36),to-read,,,,0,0
212622,"Sparkling Cyanide  (Colonel Race, #4)",Agatha Christie,"Christie, Agatha",,"=""0007136854""","=""9780007136858""",0,HarperCollins,Paperback,336,2002,1945,,2024/01/11,to-read,to-read (#35),to-read,,,,0,0
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",3.0,HarperCollins GB,Paperback,390,2018,2017,2024/01/10,2024/01/05,,,read,,,,1,0
45974,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando","Bernardo Soares, Richard Zenith","=""0141183047""","=""9780141183046""",0,Penguin Classics,Paperback,544,2002,1982,,2024/01/03,to-read,to-read (#34),to-read,,,,0,0
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",5.0,Cambridge University Press,Paperback,184,1992,1944,2023/12/30,2023/12/19,,,read,"_What is Life_<br/><br/>Dive into the essence of life with Erwin Schrödinger's 1944 non-fiction gem, ""What is Life."" Stemming from Schrödinger's captivating lectures at Trinity College in 1943, the book transcends the conventional divide between biology and the physical sciences. <br/><br/>Schrodinger, with this book, discussing his brilliant intuitions and observations, partly inspired  the men and women 10 years later to uncover the double helix structure and form of the DNA.<br/><br/>Schrödinger addressed what puzzled many students — why biology was treated as a subject completely separate from physics and chemistry: On one side were living organisms like animals, plants and cells, while on the other were the realms of atoms, molecules, electricity, and magnetism.<br/><br/>He put a physicist’s question to biology. If entropy is (according to the second law of thermodynamics) things falling apart, the natural disintegration of order into disorder, why don’t genes decay? Why are they instead passed intact from generation to generation? Schrödinger posits that life can resist entropy because of metabolism i.e. life’s ability to draw upon organic compounds which serve them as foodstuffs to maintain order.<br/><br/>In the second half of the book, Schrodinger, observes Life through the prism of metaphysics contemplating consciousness, mind, matter, and the frontiers of scientific understanding.<br/><br/> A riveting conclusion to the literary journey of 2023.<br/><br/>#erwinschrodinger #whatislife #nonfiction #science ",,,1,0
54633172,The Promise,Damon Galgut,"Galgut, Damon",,"=""1784744069""","=""9781784744069""",5.0,Chatto & Windus,Hardcover,293,2021,2021,2023/12/15,2023/12/04,,,read,"_The Promise_<br/><br/>“Apartheid has fallen, see, we die right next to each other now, in intimate proximity. It's just the living part we still have to work out.” #damungalgut<br/><br/>Winner of the 2021 booker prize, ‘The Promise’ by Damon Galgut charts the slow decline of a white South African family comprising of Ma, Pa and their three children (Anton, Astrid, Amor).<br/><br/>The title refers to the promise made by Manie (Pa) to his dying wife Rachel (Ma), overheard by their youngest daughter Amor, that their black family maid Salome should inherit the tiny house in their farm which she currently occupies. <br/><br/>However, at Ma’s funeral, upon reminded of the promise, he refuses having made any, and the promise is skipped over. <br/><br/>The book spans over 4 decades, with each of the 4 chapter looking at the death of one of the family member and the political and personal changes that the decade has brought. At each funeral,  the subject of the promise is brought up by Amor and passed off, refused or remains without any action by the characters. <br/><br/>The book is wonderfully written with a omniscient third person narration, with the perspectives shifting fluidly between the thoughts of characters, sometimes random objects. The narration is fast and each funeral brings a heaviness that is in stark contrast to the fluid narration. <br/><br/>The black characters remain obscure in the book, their thoughts, history and life quite missing in the narration. And this is deliberate, a subtle way of showing their invisibility to the white gaze. It has a dark humour under a melancholy undertone that slowly weighs you down.<br/><br/>Perhaps not a Christmassy book in the usual sense, but still one of hope and redemption. <br/><br/>PS: “No love left, only kindness” <br/>",,,1,0
6535413,The Heart of a Dog,Mikhail Bulgakov,"Bulgakov, Mikhail",,"=""0099529947""","=""9780099529941""",4.0,Vintage Classic,Paperback,128,2009,1925,2023/11/16,2023/01/04,,,read,"“Nobody should be whipped. Remember that, once and for all. Neither man nor animal can be influenced by anything but suggestion” #mikhailbulgakov <br/><br/>‘The heart of a dog/ A dog’s heart’ is a satire on 1920’s Russian society and the their idea of a Soviet man.<br/><br/>A street dog ‘Sharik’ is picked up by a medical professor and is changed into a man after a blotched transplant operation.  <br/>The professor represents everything the Russian revolutionary regime wishes to eradicate and Sharik the ‘new man’ is the example of everything that ruins Russia according to Bulgakov. Sharik’s integration into soviet society is written as a clever comment on Russian revolution, the class discrepancies and the rise of the proletariat.<br/><br/>Bulgakovs short book makes for a rewarding read. The manuscript of the book was confiscated shortly after it was written and not published until 40 years after. <br/><br/>PS: “One can find time for everything if one is never in a hurry”",,,1,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",0,Oneworld Publications,ebook,259,2023,2023,,2023/12/01,to-read,to-read (#33),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",5.0,Metropolitan Books,Hardcover,339,2019,2019,2023/11/28,2023/11/24,,,read,"_Permanent Record_<br/><br/>“Technology doesn’t have a Hippocratic oath. So many decisions that have been made by technologists in academia, industry, the military, and government since at least the Industrial Revolution have been made on the basis of “can we,” not “should we.” And the intention driving a technology’s invention rarely, if ever, limits its application and use…” #edwardsnowden<br/><br/>In 2013, 29 year old Edward Snowden released documents revealing America’s highly secret and unprecedented system of mass surveillance. He disclosed numerous surveillance programs developed and used in collaboration with the ‘Five Eyes’ Intelligence alliance i.e an alliance comprising of Canada, Australia, New Zealand, UK and USA and also shared among other European countries. <br/><br/>His actions led to the debate of ‘individual  privacy’ and national security. Subsequently a couple of reforms including data encryption standards for file transfers and newer data protection policies were developed. <br/><br/>Snowden’s autobiography is a quick and engaging read explaining the moments that led to his decision to disclose. It’s written in simple prose with technical content explained lucidly with analogies for lay person to comprehend. <br/><br/>Read it if you are interested in conversations on digital privacy. <br/><br/><br/>PS: “Ultimately, saying that you don’t care about privacy because you have nothing to hide is no different from saying you don’t care about freedom of speech because you have nothing to say…” <br/>",,,1,0
56842,Fatherland,Robert   Harris,"Harris, Robert",,"=""0061006629""","=""9780061006623""",3.0,Harper Paperbacks,Paperback,380,1992,1992,2023/11/02,2023/10/13,,,read,"_Fatherland_<br/><br/>An alternate history 1992 novel by #robertharris, Fatherland talks about a setting where Nazis won the World War II. Nazi Germany has taken over most of Europe and is locked in a Cold War with US. The  author has done good research and characters are drawn from the original high ranking Nazis and projected into this alternate history. The city of Berlin in this book is the Berlin that  Albert Speer, a German architect and close ally of Hitler, planned to build. <br/><br/>Peripherally it begins as a procedural detective story but soon takes up the bigger political cover up of what exactly happened to the Europe’s Jews (There are whispers and speculations but they are pushed aside as American propaganda) <br/><br/>It is a good read and a fairly good representation of what might Germany look like in this Alternate history and how the whole of Europe would be as a result and of-course Germany’s relationship with US. <br/><br/>While the protagonist and his love interest lack lustre as characters and show no depth, it is the entire setting that kept me engaged. Despite the interesting premise, the writing is sometimes boring. I suppose the book’s achievement lies in its presentation of this alternate history more than being a thriller. <br/><br/>#fatherland #robertharris #alternatehistory #worldwar2 #bookreviews #bookrecommendation ",,,1,0
118252,Mahabharata,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana",C. Rajagopalachari,"=""8172763689""","=""9788172763688""",3.0,Bharatiya Vidya Bhavan,Paperback,483,1951,300,2023/10/25,2023/10/31,,,read,,,,1,0
64415236,Quantum Radio,A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",1.0,Head of Zeus,Kindle Edition,566,2023,2023,2023/10/10,2023/10/11,,,read,,,,1,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,Oxford University Press,Paperback,1392,1998,1868,,2023/08/12,to-read,to-read (#32),to-read,,,,0,0
36578942,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (Hundred-Year-Old Man, #1)",Jonas Jonasson,"Jonasson, Jonas",,"=""""","=""""",4.0,Hachette Books,Kindle Edition,396,2012,2009,2023/09/08,2023/09/03,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",2.0,Tor,Hardcover,400,2015,2015,2023/08/18,2023/01/15,,,read,,,,1,0
25173536,The Capture and Trial of Adolf Eichmann: The History of Israel’s Abduction and Execution of the Holocaust’s Architect,Charles River Editors,"Editors, Charles River",,"=""""","=""""",4.0,Charles River Editors,Kindle Edition,63,2015,2015,2023/08/07,2023/08/07,,,read,,,,1,0
26241070,The Capture And Trial Of Adolf Eichmann,Moshe Pearlman,"Pearlman, Moshe",,"=""""","=""""",0,Pickle Partners Publishing,Kindle Edition,696,2015,2015,,2023/08/07,to-read,to-read (#31),to-read,,,,0,0
22851653,A Spy Among Friends: Kim Philby and the Great Betrayal,Ben Macintyre,"Macintyre, Ben",,"=""077105551X""","=""9780771055515""",4.0,Signal,Kindle Edition,418,2014,2014,2023/08/06,2023/07/31,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3.0,Roc,Paperback,297,2000,1968,2023/07/20,2022/08/30,,,read,,,,1,0
44148860,"The Andromeda Evolution (Andromeda, #2)",Michael Crichton,"Crichton, Michael",Daniel H. Wilson,"=""0062473271""","=""9780062473271""",3.0,Harper,Hardcover,384,2019,2019,2023/07/06,2023/07/06,,,read,,,,1,0
475235,The Room on the Roof,Ruskin Bond,"Bond, Ruskin",,"=""0140239596""","=""9780140239591""",4.0,Penguin Books,Paperback,152,1989,1956,2023/04/30,2023/04/27,,,read,,,,1,0
24709327,"Scion of Ikshvaku (Ram Chandra, #1)",Amish Tripathi,"Tripathi, Amish",,"=""9385152149""","=""9789385152146""",0,Westland Publication,Paperback,354,2015,2015,,2023/04/30,to-read,to-read (#30),to-read,,,,0,0
58030846,Kaikeyi: The Warrior Queen of Koshala,Jai Shukla,"Shukla, Jai",,"=""9385440918""","=""9789385440915""",0,Petals,Kindle Edition,165,2021,,,2023/04/25,to-read,to-read (#29),to-read,,,,0,0
33376821,Sweet Bean Paste,Durian Sukegawa,"Sukegawa, Durian",Alison  Watts,"=""1786071959""","=""9781786071958""",3.0,Oneworld Publications,Paperback,224,2017,2013,2023/04/25,2023/04/22,,,read,,,,1,0
109254,I Shall Not Hear the Nightingale,Khushwant Singh,"Singh, Khushwant",,"=""0670058149""","=""9780670058143""",0,Viking India,Paperback,280,2004,1959,,2023/03/20,to-read,to-read (#28),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",3.0,Tor Books,Kindle Edition,393,2020,2020,2023/03/18,2023/03/14,,,read,"_The House in the Cerulean Sea_<br/><br/>#thehouseintheceruleansea is a simple story about acceptance and inclusivity. It has mutant children isolated from society and cared for by special homes. <br/><br/>The protagonist Linus Baker is an employee at DICOMY (Dept in charge for magical youth) whose job involves inspecting how the special homes are run. He is assigned with a task to visit a top secret location housed by 6 supposedly dangerous children and inspect its running. <br/><br/>It is a simple feel-good ‘read by the beach on a sunny day’ type of light fantasy book. The writing was fluid and uncomplicated with some very memorable characters. I loved the child ‘Chauncey’ who dreams of becoming a bellhop. <br/><br/>I felt the book could be more layered and the characters explored more. At the moment, it feels too simple, predictable and unoriginal (it’s very much like X-men) but nevertheless well written. The author has chosen to limit the discussion to the overarching theme of prejudice and people in power abusing their role in protecting the marginalised. The characters could be flushed out in more detail and used to drive the plot line. It felt like all the characters had a great introduction but fell short of a middle and and end, leaving you with a missing feeling. <br/><br/>TJ Klune has a writing style with an essence of Douglas Adams and Terry Pratchett. The book is recommended for cozy feel good weekend vibes. ",,,1,0
61111246,Victory City,Salman Rushdie,"Rushdie, Salman",,"=""0593243390""","=""9780593243398""",5.0,Random House,Hardcover,336,2023,2023,2023/03/06,2023/03/01,,,read,"_Victory City_<br/><br/>“History is the consequence not only of people’s actions, but also of their forgetfulness” #salmanrushdie <br/><br/>In #victorycity Rushdie returns to magical realism, myth, and India’s ancient stories. Typical of his style, his extensive research on historical facts are liberally spiked with magic to create his masterpiece. But unlike his previous works, #victorycity is easy to read, moving linearly and focussing on one character arc. <br/><br/>Victory city (based on the medieval Indian Kingdom of Vijayanagara, which rose and fell from 1336–1565),  is styled  as an abridged translation of an epic narrated by the fictional character of Pampa Kampana who is given the gift of creating an empire with seeds and whisperings. The story chronicles the rise and fall of the ‘victory city’ (translation of the word Vijayanagara), forever oscillating between better and worse.  It’s not difficult to see that it’s an allegory for present-day India narrated by a resilient female demigod. <br/><br/>The book touches a lot of themes from religious intolerance, weaponisation of religion in politics, pluralism and gender inequality.<br/>Rushdie impresses upon readers the power of imaginative storytelling and iterates that what remains at the end is words. Rushdie elevates those who wield the power of words to a god like importance. It is their liberal words alone that stands as a witness  to all that existed before our time. What is true, what is fiction, what is important and what is not, is given to us to sift through. <br/><br/>“Words are the only victors,” reads its last line.",,,1,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982121602""","=""9781982121600""",5.0,Simon & Schuster Canada,Paperback,336,2020,2019,2023/02/28,2023/02/28,,,read,"_Anxious People_<br/><br/>“They say that a person’s personality is the sum of their experiences. But that isn’t true, at least not entirely, because if our past was all that defined us, we’d never be able to put up with ourselves. We need to be allowed to convince ourselves that we’re more than the mistakes we made yesterday. That we are all of our next choices, too, all of our tomorrows.” #fredrikbackman <br/><br/>Backman writes on being human, on how stupid, quirky and sentimental we all are. And his writings combine these elements, that both makes you laugh and feel belonged. I have always enjoyed reading books that introduce complex humanness through whimsical  or humorous  writing style and I liked this one just as much as #amancalledove. <br/><br/>Very simply the book is about a bank robbery gone wrong and an accidental hostage situation involving a very reluctant and confused robber and a bunch of people who are ‘the worst hostages ever’. <br/><br/>It can be a little wordy which may not be to everyone’s taste, but I find whimsically written long texts pretty amusing. <br/><br/>“You need psychology if you think you're a dolphin. You need psychiatry if you've killed all the dolphins” #fredrikbackman <br/>",,,1,0
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375822747""","=""9780375822742""",4.0,Random House Children's Books,Paperback,270,2003,2003,2023/02/18,2023/02/18,,,read,,,,1,0
11177551,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4.0,Pan Books,ebook,291,2009,1987,,2023/02/13,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",3.0,Square Fish,Paperback,218,2017,1962,2023/02/12,2023/02/12,,,read,,,,1,0
17645,The Penelopiad,Margaret Atwood,"Atwood, Margaret",,"=""1841957178""","=""9781841957173""",3.0,Canongate U.S.,Hardcover,198,2005,2005,2023/02/01,2023/02/01,,,read,,,,1,0
11693,The White Castle,Orhan Pamuk,"Pamuk, Orhan",Victoria Rowe Holbrook,"=""0571164668""","=""9780571164660""",3.0,Faber & Faber,Paperback,176,2000,1985,2023/01/30,2023/01/04,,,read,"_The White Castle_<br/><br/>Translated from the Turkish by Victoria Holbrook, the book is Orhan Pamuk’s exploration on identity. Set in the 17th century, two men find themselves sharing facial similarity. A young Italian explorer is taken as slave by a Turkish court scholar who looks like his double. <br/><br/>They  begin by exchanging ideas on science, medicine and astronomy. But as years progress their identities blur, each taking on aspects of the other’s persona. <br/>Orhan Pamuk writes a short treatise where he asks, given knowledge about each others intricate details in life, can you exchange your life with another ? <br/><br/>There are events described like that of the onset of Plague and how the two scholars deal with it and the subtle fears of a man who worries if he is losing his identity, that are remarkable to read. But on the whole, it reads more like a monotonic memoir of the protagonist. It raises interesting questions which if you think too much is bound to give you a head ache and precisely for that reason, it was an illuminating read albeit a little dry writing. <br/>",,,1,0
7667,Airframe,Michael Crichton,"Crichton, Michael",,"=""0099556316""","=""9780099556312""",4.0,Arrow Books,Paperback,431,2006,1996,2023/01/29,2022/08/25,,,read,"_Airframe_<br/><br/>Airframe details an investigation by an aircraft manufacturing industry Norton, after a mid-air plane disaster  that killed three passengers and injured 56 others.<br/><br/>It was weak as a thriller, but as an aviation investigation with deep scientific and technical introduction to aircraft manufacturing and maintenance the book is wonderful. It is a typical Crichton book involving a surprisingly complex subject and detailing it in an engaging way for readers. Additionally, he also explores media exploitations and their way of going for ‘sensational’ news rather than true details. The book has a good reflection of  media landscape illustrating TV anchors quoting out of context and presenting only half the information leading to a seriously biased view of any incident.  It is a good example of how difficult it can be to explain complex technical works while the media meticulously refuses to engage in understanding with their interest solely focused on driving the interviewee to an already established ‘sensational’ news angle. <br/><br/>If you are into learning about aviation industry, then this book is for you. If you are looking for action packed thriller, then this is definitely not that despite the misleading synopsis which is simply tip of the iceberg. <br/><br/>Michael Crichton has never disappointed me. Once again I enjoyed the scientific rigour and the many questions he raises. ",,,1,0
8439160,Parva,S.L. Bhyrappa,"Bhyrappa, S.L.",K. Raghavendra Rao,"=""0948724455""","=""9780948724459""",0,Sahitya Akademi,Hardcover,950,2009,1979,,2023/01/15,to-read,to-read (#27),to-read,,,,0,0
12781,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""0312270828""","=""9780312270827""",5.0,Picador,Paperback,561,1997,1988,2023/01/14,2022/08/13,,,read,"_The Satanic Verses_<br/><br/>“The fact of being alive compensated for what life did to one” #salmanrushdie <br/><br/>Rushdie once again weaves magic with his words. The book is highly imaginative multi-layered tale seeped in magical realism which is typical of Rushdie’s style. <br/><br/>Particularly in this book, the exposition of various ideas is much like rolling a dice. There is nationalism, immigrant identity, ideas of good and evil, perspectives on blind faith and so much more. <br/><br/>Rushdie paints a unique portrait where perhaps world view and social constructs are as much a part of our individual identity.  Sometimes some elements are part of our identity simply because we aim to resist it and the resistance becomes our sense of self. If we were not resisting ideas which we believe need a reform, what sort of idea would we be ? <br/><br/>The story follows an Indian actor Gibreel and a London based voice-over artist Chamcha. The story begins when the protagonists find themselves transformed to the images of an Angel  and a Satan respectively. Their metamorphosis reflects their inner struggles. Chamcha has always struggled to integrate as an immigrant in London where they refuse to accept him despite him vehemently shedding his Indianness. While Gibreel, basked in his glory as an actor does not comprehend his deteriorating mental health stemming from his narcissistic tendencies.<br/><br/>Through their transformations and subsequent narratives modelled in the form of dream sequences and real-time incidents, Rushdie writes magic.",,,1,0
14567602,The Lion and the Puppy: And Other Stories for Children,Leo Tolstoy,"Tolstoy, Leo","Claus Sievert, James Riordan","=""1616084847""","=""9781616084844""",3.0,Sky Pony,Hardcover,76,2012,2011,,2022/12/24,,,read,"_The Lion and the Puppy_<br/><br/>Little known stories written by Leo Tolstoy for the children in Tolstoy's school in the village.<br/><br/>They are very interesting in that it stands in contrast to the typical children’s books you come across. These are not simple moral stories with happy endings. In fact there were very few with what you might call as happy endings and ideal closures. <br/>The stories  reflect a sense of melancholy expounding that sometimes inexplicably sad things may happen in life but sort of also elegantly paints that life may be bigger than all of them and still worth moving ahead. <br/><br/>While it may be difficult to expound the stories to children, I feel it opens up excellent discussions and questions rather than the typical spoon feeding of black and white morals. ",,,1,0
72579,Alias Grace,Margaret Atwood,"Atwood, Margaret",,"=""0385475713""","=""9780385475716""",4.0,Doubleday Nan A. Talese,Hardcover,468,1996,1996,,2022/11/01,,,read,"_Alias Grace_<br/><br/>“If we were all on trial for our thoughts, we would all be hanged.” #margaretatwood <br/><br/>In 1843, 16 year old Grace Marks with fellow servant James McDermott was convicted for her involvement in the murders of her employer Thomas Kinnear and housekeeper Nancy. <br/><br/> Grace was sentenced to life imprisonment and McDermott was hanged. The plot is based on a real Canadian murder case. <br/><br/>This is all the facts we have and the rest of the book is a question of Grace’s guilt or innocence. The plot is permeated by the class distinctions and immigrant migration of 19th century. Atwood writes devastating accounts of poverty, starvation and the powerlessness of being a woman on top of that. <br/><br/>It’s not a conventional true crime thriller. It’s more than that. Alias Grace is less about finding the truth about the murders and more about unlayering the mild mannered Grace and her life told by numerous voices including her own, Dr Jordan, news paper cuttings, other letters and articles of the time. The result is a stunning portrait of Grace Marks marked by her life as a poor Irish immigrant in the 19 century. <br/><br/>Contrary to a fast paced murder mystery, the book is slower and colder and was a more satisfactory read according to me.<br/>",,,1,0
58703758,Tomb of Sand,Geetanjali Shree,"Shree, Geetanjali",Daisy Rockwell,"=""""","=""""",3.0,Tilted Axis Press,Paperback,739,2021,2018,,2022/12/06,,,read,"_Tomb of Sand_<br/><br/>Tomb of Sand is Daisy Rockwell's translation of Geetanjali Shree's 2018 novel रेत समाधि (Ret Samadhi). The first Hindi translated work to win a booker prize, it follows the matriarch of a family ‘Ma’ from her depression after her husband’s death to her life thereafter: moving in with her daughter (‘Beti’) from elder son’s (‘Bade’) house and her friendship with Rosie: a transgender person. As they say in the book “At eighty, Ma had turned selfish.”<br/><br/>A deeply layered book, the translation is a job well done. There are Urdu, Hindi, Punjabi and Sanskrit references to poetry, songs, literature and movies that are kept as such. The book rightly captures the polyphonous Indian family where no language is spoken un-adulterated. Spoken Hindi is peppered with English words. Such linguistic hybridity is difficult to capture in writing. You can feel the Hindi peeking at you behind the English translation. But as Daisy rightly says, if the English feels as if it’s thinly veiling the Hindi phrases to you as a Hindi speaker, then you could simply read the original.<br/><br/>The book goes at a very slow pace like meandering rambles of a family. In a way the writing is remarkable and unconventional. She writes as if there is no boundary, as if there is no hurry. ‘Ma’ can take as long as she likes to reveal her ways to us. It’s as if the book is asking us to take a break if we want to, but the protagonist ‘Ma’ won’t. You are welcome to walk with her or if you are annoyed you are most welcome to wait while Ma does her things. <br/>That kind of a feel as if ‘Ma’ is challenging you is felt throughout the book and to me felt like a refreshing device to invite the reader to the protagonist’s life although reading a work driven by language and not plot  can be quite challenging. <br/><br/>The mother-daughter relationship is beautifully captured and Gitanjali Shree has wonderfully brought out the small Indian family dynamics. By referring to characters as nouns and not names, she brings to life the roles of people in that household, the layers hiding beneath each roles, in effect giving a sensory experience of an Indian life.<br/><br/>It was certainly not a breezy beach read for me as was described by booker prize judges. The book does not blow you away, but it evokes nostalgia and candid introspection.",,,1,0
13642,A Wizard of Earthsea,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,,Paperback,183,2004,1968,,2022/12/06,to-read,to-read (#26),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",0,Vintage International,Paperback,372,1996,1967,,2022/12/06,to-read,to-read (#25),to-read,,,,0,0
58782889,The Last Queen,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,"=""0063161877""","=""9780063161870""",0,William Morrow Paperbacks,Paperback,384,2022,2021,,2022/12/06,to-read,to-read (#24),to-read,,,,0,0
16363,"Appointment with Death (Hercule Poirot, #19)",Agatha Christie,"Christie, Agatha",,"=""0007119356""","=""9780007119356""",0,HarperCollins,Paperback,303,2008,1938,,2022/11/23,to-read,to-read (#23),to-read,,,,0,0
16297,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,"Christie, Agatha",,"=""0425205959""","=""9780425205952""",0,Berkley,Mass Market Paperback,324,2005,1936,,2022/11/23,to-read,to-read (#22),to-read,,,,0,0
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""1579126243""","=""9781579126247""",0,Black Dog & Leventhal Pub,Hardcover,207,2006,1936,,2022/11/23,,,read,,,,1,0
16326,"Death in the Clouds (Hercule Poirot, #12)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""000711933X""","=""9780007119332""",0,HarperCollins,Paperback,336,2001,1935,,2022/11/23,to-read,to-read (#21),to-read,,,,0,0
